Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,Collection_date,Library Name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,BioSampleModel,Isolation_source,Host,Depth,nominal_length (run),run_id (run),env_broad_scale,env_local_scale,env_medium,env_biome,env_feature,env_material,samp_size,samp_mat_process,elev,samp_collect_device,Source_material_ID,BRC_attached_to_frame_number,metals_treatment,organic_enrichment_pulse,press_organic_enrichment_treatment,Replicate_number,sediment_origin,Sequencing_method,Temp,Investigation_type,max_filter_size,min_filter_size,sequencing_machine,site_name,target_molecules,Chlorophyll,landuse,rel_to_oxygen,diss_inorg_carb,Molecule,Isolate,samp_volume,Salinity,BIOME,std_norm_factor,Lake_Name,Block,SUMMER,WINTER,env_package,feature,material,diss_oxygen,Strain,bacteria_carb_prod,beam_atten,beam_trans,collection_time,corr_irradiance,density,fluorescence,par,pressure,sampling_cruise,sigma-theta,surf_irradiance,turbidity,Gene_target,sampling_spot,bacterial_count,conduc,diss_oxy,oxy_sat,primer_target,project_name,environment_biome,environment_feature,environment_material,Library,Replicate,SAMPLE_TYPE,Target_gene,target_subfragment,sediment_depth,target,Time,Treatment,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Sample_ID,alkalinity,Biological.Replicate,Calcium,Chloride,primers_target,Sodium,tot_phosp,AssemblyName,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(depth),geographic_location_(latitude),geographic_location_(longitude),down_par,SAMPLE,tot_depth_water_col,Description,filter_size_um,PH,primers,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,Alias,ENA_CHECKLIST,Cultivar,Ecotype
SRR5313014,AMPLICON,PRJNA357296,SAMN06196945,DESERT RESEARCH INSTITUTE,public,SRX2612839,Illumina MiSeq,PAIRED,cDNA,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukB11_LR,SRP101386,501,34363657,21057734,"sra,unknown_contigs,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",24-Oct-2011,SukB11_LR,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake B site,71.07 N 156.83 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,21-24 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313015,AMPLICON,PRJNA357296,SAMN06196944,DESERT RESEARCH INSTITUTE,public,SRX2612840,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,Siq11_UA,SRP101386,501,36340031,22388240,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",22-Oct-2011,Siq11_UA,USA,North America,USA: Arctic Coastal Plain of Alaska_Siqlukaq Lake,71.17 N 156.89 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,06-07 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313016,AMPLICON,PRJNA357296,SAMN06196943,DESERT RESEARCH INSTITUTE,public,SRX2612841,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,Siq11_MA,SRP101386,501,34430172,21231825,"unknown_contigs,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",22-Oct-2011,Siq11_MA,USA,North America,USA: Arctic Coastal Plain of Alaska_Siqlukaq Lake,71.17 N 156.89 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,13-14 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313017,AMPLICON,PRJNA357296,SAMN06196942,DESERT RESEARCH INSTITUTE,public,SRX2612842,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,Siq11_LA,SRP101386,501,37489109,23237190,"sra,fastq,unknown_contigs","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",22-Oct-2011,Siq11_LA,USA,North America,USA: Arctic Coastal Plain of Alaska_Siqlukaq Lake,71.17 N 156.89 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,23-24 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313018,AMPLICON,PRJNA357296,SAMN06196941,DESERT RESEARCH INSTITUTE,public,SRX2612843,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukB11_UA,SRP101386,501,36242643,22375452,"unknown_contigs,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",24-Oct-2011,SukB11_UA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake B site,71.07 N 156.83 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,06-08 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313019,AMPLICON,PRJNA357296,SAMN06196940,DESERT RESEARCH INSTITUTE,public,SRX2612844,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukB11_MA,SRP101386,501,35374685,21621320,"sra,unknown_contigs,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",24-Oct-2011,SukB11_MA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake B site,71.07 N 156.83 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,11-14 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313020,AMPLICON,PRJNA357296,SAMN06196939,DESERT RESEARCH INSTITUTE,public,SRX2612845,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukB11_LA,SRP101386,501,30198312,18402970,"fastq,unknown_contigs,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",24-Oct-2011,SukB11_LA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake B site,71.07 N 156.83 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,21-24 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313021,AMPLICON,PRJNA357296,SAMN06196938,DESERT RESEARCH INSTITUTE,public,SRX2612846,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukS11_UA,SRP101386,501,36794843,22688162,"unknown_contigs,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20-Oct-2011,SukS11_UA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake seep,71.08 N 156.82 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,07-09 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313022,AMPLICON,PRJNA357296,SAMN06196937,DESERT RESEARCH INSTITUTE,public,SRX2612847,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukS11_MA,SRP101386,501,38768456,23802320,"sra,unknown_contigs,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20-Oct-2011,SukS11_MA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake seep,71.08 N 156.82 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,16-19 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR5313023,AMPLICON,PRJNA357296,SAMN06196936,DESERT RESEARCH INSTITUTE,public,SRX2612848,Illumina MiSeq,PAIRED,other,TRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2017-12-15T00:00:00Z,SukS11_LA,SRP101386,501,45050986,27489276,"unknown_contigs,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20-Oct-2011,SukS11_LA,USA,North America,USA: Arctic Coastal Plain of Alaska_Sukok Lake seep,71.08 N 156.82 W,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.sediment",,,22-24 cm,,,,,,Arctic thermokarst lake,Lake sediment,Sediment,,,not collected,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable
SRR6804703,AMPLICON,PRJNA436859,SAMN08634361,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763420,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A30,SRP133902,602,24015586,14584244,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W30,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804704,AMPLICON,PRJNA436859,SAMN08634360,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763419,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A29,SRP133902,602,25996768,15796297,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2017-02-01,W29,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804705,AMPLICON,PRJNA436859,SAMN08634353,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763418,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A22,SRP133902,602,22080758,13512915,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2017-02-01,W22,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804706,AMPLICON,PRJNA436859,SAMN08634352,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763417,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A21,SRP133902,602,26666192,16267002,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2017-02-01,W21,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804707,AMPLICON,PRJNA436859,SAMN08634355,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763416,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A24,SRP133902,602,29602748,17870196,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2017-02-01,W24,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804708,AMPLICON,PRJNA436859,SAMN08634354,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763415,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A23,SRP133902,602,29910370,18169685,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W23,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804709,AMPLICON,PRJNA436859,SAMN08634357,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763414,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A26,SRP133902,602,29251782,17823784,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2017-02-01,W26,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804710,AMPLICON,PRJNA436859,SAMN08634356,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763413,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A25,SRP133902,602,18939522,11707504,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2017-02-01,W25,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804711,AMPLICON,PRJNA436859,SAMN08634359,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763412,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A28,SRP133902,602,21904372,13263177,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2017-02-01,W28,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804712,AMPLICON,PRJNA436859,SAMN08634358,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763411,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A27,SRP133902,602,17823414,10925599,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W27,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804713,AMPLICON,PRJNA436859,SAMN08634362,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763410,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A31,SRP133902,602,27513206,16682197,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W31,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804714,AMPLICON,PRJNA436859,SAMN08634363,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763409,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A32,SRP133902,602,26177368,15900193,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2017-02-01,W32,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804715,AMPLICON,PRJNA436859,SAMN08634350,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763408,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A19,SRP133902,602,23195662,14038697,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2017-02-01,W19,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804716,AMPLICON,PRJNA436859,SAMN08634351,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763407,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A20,SRP133902,602,26171348,16121798,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W20,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804717,AMPLICON,PRJNA436859,SAMN08634346,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763406,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A15,SRP133902,602,20599236,12586922,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2017-02-01,W15,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804718,AMPLICON,PRJNA436859,SAMN08634347,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763405,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A16,SRP133902,602,21349930,13052033,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2017-02-01,W16,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804719,AMPLICON,PRJNA436859,SAMN08634348,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763404,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A17,SRP133902,602,22141560,13480198,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2017-02-01,W17,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804720,AMPLICON,PRJNA436859,SAMN08634349,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763403,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A18,SRP133902,602,29969366,18282648,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2017-02-01,W18,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804721,AMPLICON,PRJNA436859,SAMN08634342,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763402,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A11,SRP133902,602,30309496,18635224,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2017-02-01,W11,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804722,AMPLICON,PRJNA436859,SAMN08634343,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763401,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A12,SRP133902,602,18931696,11641381,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2017-02-01,W12,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804723,AMPLICON,PRJNA436859,SAMN08634344,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763400,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A13,SRP133902,602,20481244,12546806,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2017-02-01,W13,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804724,AMPLICON,PRJNA436859,SAMN08634345,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763399,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A14,SRP133902,602,22662892,13859208,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2017-02-01,W14,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6804725,AMPLICON,PRJNA436859,SAMN08634340,CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES,public,SRX3763398,Illumina MiSeq,PAIRED,PCR,METATRANSCRIPTOMIC,sediment metagenome,ILLUMINA,2018-03-15T00:00:00Z,A9,SRP133902,602,21362572,13182018,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2017-02-01,W9,China,Asia,China:Shanghai,not collected,Metagenome or environmental,not collected,Bacteria09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
